datetime,open,close,high,low,vol
2010-05-24,2596.32,2673.42,2680.49,2596.32,1333220.0
2010-05-25,2654.36,2622.63,2659.74,2609.09,1060114.0
2010-05-26,2620.85,2625.79,2644.94,2610.51,815704.0
2010-05-27,2615.1,2655.92,2662.08,2583.55,1056853.0
2010-05-28,2680.4,2655.77,2686.54,2641.41,1125063.0
2010-05-31,2647.87,2592.15,2665.39,2591.53,973905.0
2010-06-01,2577.76,2568.28,2598.9,2534.27,932890.0
2010-06-02,2548.54,2571.42,2572.34,2521.06,760924.0
2010-06-03,2575.77,2552.66,2596.14,2551.53,869904.0
2010-06-04,2536.23,2553.59,2556.97,2527.87,670279.0
2010-06-07,2508.33,2511.73,2527.1,2491.66,773611.0
2010-06-08,2510.08,2513.95,2531.88,2491.65,718106.0
2010-06-09,2523.88,2583.87,2589.47,2501.12,1180999.0
2010-06-10,2561.55,2562.58,2581.05,2554.79,883186.0
2010-06-11,2574.9,2569.94,2590.98,2566.62,777182.0
2010-06-17,2588.97,2560.25,2595.51,2559.72,654019.0
2010-06-18,2556.6,2513.22,2568.86,2505.33,815201.0
2010-06-21,2517.29,2586.21,2587.34,2504.31,995219.0
2010-06-22,2579.63,2588.7,2598.35,2572.96,724283.0
2010-06-23,2576.34,2569.87,2593.67,2546.52,739815.0
2010-06-24,2563.64,2566.75,2586.9,2554.34,582376.0
2010-06-25,2556.54,2552.82,2572.83,2534.27,584771.0
2010-06-28,2550.65,2535.28,2561.48,2528.39,514368.0
2010-06-29,2534.5,2427.05,2541.14,2425.93,934731.0
2010-06-30,2409.54,2398.37,2411.44,2382.36,672718.0
2010-07-01,2393.95,2373.79,2410.77,2371.78,608302.0
2010-07-02,2371.32,2382.9,2386.4,2319.74,846193.0
2010-07-05,2358.76,2363.95,2378.09,2335.57,668791.0
2010-07-06,2358.28,2409.42,2409.78,2356.55,810028.0
2010-07-07,2407.67,2421.12,2421.68,2392.57,671522.0
2010-07-08,2429.68,2415.15,2436.28,2402.0,611642.0
2010-07-09,2416.58,2470.92,2485.6,2398.68,1007216.0
2010-07-12,2468.54,2490.72,2501.02,2455.81,946174.0
2010-07-13,2468.69,2450.29,2468.69,2439.24,776402.0
2010-07-14,2456.1,2470.44,2494.59,2456.1,828053.0
2010-07-15,2465.99,2424.3,2487.24,2423.65,1175103.0
2010-07-16,2414.68,2424.27,2428.46,2389.07,809341.0
2010-07-19,2399.58,2475.42,2484.19,2392.27,1057097.0
2010-07-20,2477.75,2528.73,2530.33,2477.46,1323824.0
2010-07-21,2529.62,2535.39,2553.45,2520.15,1258452.0
2010-07-22,2525.98,2562.41,2563.24,2522.2,1166998.0
2010-07-23,2566.85,2572.03,2579.52,2549.24,1258651.0
2010-07-26,2576.37,2588.68,2589.48,2556.47,1045406.0
2010-07-27,2581.59,2575.37,2588.0,2565.64,990310.0
2010-07-28,2574.32,2633.66,2636.0,2564.16,1461930.0
2010-07-29,2635.05,2648.12,2656.41,2623.94,1565721.0
2010-07-30,2642.85,2637.5,2643.03,2614.73,1070664.0
2010-08-02,2635.81,2672.52,2675.76,2633.65,1319257.0
2010-08-03,2678.79,2627.0,2681.79,2626.72,1455980.0
2010-08-04,2620.5,2638.52,2638.9,2589.99,1337621.0
2010-08-05,2636.24,2620.76,2640.59,2606.62,1280488.0
2010-08-06,2618.71,2658.39,2659.41,2598.91,1347727.0
2010-08-09,2656.36,2672.53,2676.09,2650.4,1371004.0
2010-08-10,2672.79,2595.27,2675.31,2594.34,1415356.0
2010-08-11,2587.61,2607.5,2618.45,2586.02,1002866.0
2010-08-12,2584.92,2575.48,2608.76,2570.96,1064810.0
2010-08-13,2576.69,2606.7,2607.03,2564.84,994617.0
2010-08-16,2603.79,2661.71,2665.31,2596.77,1401000.0
2010-08-17,2663.18,2671.89,2677.57,2654.01,1337310.0
2010-08-18,2674.5,2666.3,2687.76,2654.41,1490403.0
2010-08-19,2669.43,2687.98,2701.93,2659.3,1432113.0
2010-08-20,2677.02,2642.31,2683.29,2636.91,1338443.0
2010-08-23,2637.82,2639.37,2656.12,2629.71,975719.0
2010-08-24,2636.53,2650.31,2667.17,2614.56,1238960.0
2010-08-25,2634.95,2596.58,2645.5,2595.73,1226611.0
2010-08-26,2604.88,2603.48,2616.96,2590.61,893440.0
2010-08-27,2602.5,2610.74,2613.49,2588.64,769869.0
2010-08-30,2622.27,2652.66,2656.36,2620.19,1234869.0
2010-08-31,2644.79,2638.8,2647.25,2626.79,1195867.0
2010-09-01,2641.05,2622.88,2662.88,2604.49,1464118.0
2010-09-02,2646.89,2655.78,2659.98,2636.42,1347960.0
2010-09-03,2658.13,2655.39,2660.54,2631.85,1394089.0
2010-09-06,2667.2,2696.25,2698.6,2664.24,1601138.0
2010-09-07,2698.22,2698.36,2704.93,2679.02,1223602.0
2010-09-08,2687.71,2695.29,2695.84,2674.32,1210397.0
2010-09-09,2698.64,2656.35,2698.64,2651.6,1438976.0
2010-09-10,2657.23,2663.21,2667.84,2628.83,1275473.0
2010-09-13,2665.65,2688.32,2696.67,2660.61,1310560.0
2010-09-14,2694.07,2688.52,2703.78,2678.97,1311938.0
2010-09-15,2688.39,2652.5,2688.49,2645.86,1315453.0
2010-09-16,2646.92,2602.46,2653.27,2583.34,1329046.0
2010-09-17,2607.55,2598.69,2615.08,2592.54,914590.0
2010-09-20,2601.48,2588.71,2607.35,2573.63,879313.0
2010-09-21,2593.76,2591.55,2601.1,2580.18,635139.0
2010-09-27,2600.54,2627.97,2629.04,2597.14,852351.0
2010-09-28,2625.33,2611.35,2625.33,2607.02,1056405.0
2010-09-29,2608.92,2610.68,2634.12,2603.93,947051.0
2010-09-30,2599.71,2655.66,2656.0,2597.6,999656.0
2010-10-08,2681.25,2738.74,2747.8,2677.99,1548427.0
2010-10-11,2755.03,2806.94,2823.6,2755.03,2341073.0
2010-10-12,2795.76,2841.41,2843.43,2782.34,1833451.0
2010-10-13,2842.14,2861.36,2862.03,2826.22,2048562.0
2010-10-14,2881.55,2879.64,2919.41,2864.52,2523158.0
2010-10-15,2863.74,2971.16,2971.16,2858.22,2703456.0
2010-10-18,2985.46,2955.23,3026.1,2944.71,3137317.0
2010-10-19,2949.63,3001.85,3002.37,2931.91,2000313.0
2010-10-20,2947.51,3003.95,3041.15,2942.5,2489423.0
2010-10-21,3009.22,2983.53,3018.24,2958.55,1841948.0
2010-10-22,2976.75,2975.04,2997.62,2954.62,1644700.0
2010-10-25,2979.71,3051.42,3051.54,2959.3,2150133.0
2010-10-26,3065.84,3041.54,3073.38,3017.82,2187186.0
2010-10-27,3031.65,2997.05,3056.4,2988.87,2003532.0
2010-10-28,2989.29,2992.58,3007.01,2969.3,1638219.0
2010-10-29,2993.3,2978.83,2996.77,2955.48,1692999.0
2010-11-01,2986.89,3054.02,3054.05,2986.89,2121367.0
2010-11-02,3061.63,3045.43,3089.57,3029.32,2471012.0
2010-11-03,3044.02,3030.99,3069.07,3017.1,2122757.0
2010-11-04,3035.37,3086.94,3087.42,3035.37,1963428.0
2010-11-05,3129.87,3129.5,3142.59,3105.92,2279701.0
2010-11-08,3140.4,3159.51,3160.7,3124.09,2236999.0
2010-11-09,3159.02,3135.0,3159.02,3110.34,2100976.0
2010-11-10,3120.44,3115.36,3124.26,3093.88,2046789.0
2010-11-11,3108.51,3147.74,3186.72,3102.77,2350394.0
2010-11-12,3121.92,2985.43,3150.15,2975.16,2757326.0
2010-11-15,2984.87,3014.41,3016.13,2939.68,1826431.0
2010-11-16,3007.64,2894.54,3007.64,2885.75,2027486.0
2010-11-17,2852.48,2838.86,2891.05,2824.12,1507555.0
2010-11-18,2855.61,2865.45,2873.7,2827.18,1283598.0
2010-11-19,2879.65,2888.57,2888.75,2806.64,1517050.0
2010-11-22,2861.61,2884.37,2904.97,2852.77,1490044.0
2010-11-23,2872.17,2828.28,2872.17,2791.58,1385286.0
2010-11-24,2794.86,2859.94,2861.48,2794.86,1388594.0
2010-11-25,2875.86,2898.26,2901.67,2856.96,1509933.0
2010-11-26,2890.29,2871.7,2894.42,2851.96,1246799.0
2010-11-29,2861.15,2866.36,2878.83,2841.79,1150341.0
2010-11-30,2863.41,2820.18,2881.16,2758.92,1645853.0
2010-12-01,2810.54,2823.45,2834.2,2795.81,930956.0
2010-12-02,2860.46,2843.61,2870.81,2841.47,1157368.0
2010-12-03,2846.72,2842.43,2853.4,2822.74,964810.0
2010-12-06,2850.38,2857.18,2871.41,2831.7,1039285.0
2010-12-07,2843.77,2875.86,2884.53,2809.11,1011841.0
2010-12-08,2868.73,2848.55,2880.56,2843.94,992249.0
2010-12-09,2837.61,2810.95,2854.7,2808.51,1047406.0
2010-12-10,2798.74,2841.04,2850.42,2792.52,924102.0
2010-12-13,2850.33,2922.95,2923.77,2847.66,1440363.0
2010-12-14,2928.3,2927.08,2933.41,2912.42,1327894.0
2010-12-15,2927.26,2911.41,2939.05,2905.65,1211155.0
2010-12-16,2908.87,2898.14,2921.27,2891.86,950869.0
2010-12-17,2896.77,2893.74,2898.81,2881.0,810448.0
2010-12-20,2901.47,2852.92,2911.56,2804.56,1336462.0
2010-12-21,2857.59,2904.11,2908.17,2846.63,1264434.0
2010-12-22,2910.73,2877.9,2917.2,2867.05,1115277.0
2010-12-23,2874.2,2855.22,2893.71,2849.84,1010625.0
2010-12-24,2841.35,2835.16,2853.49,2813.5,948336.0
2010-12-27,2842.81,2781.4,2876.81,2774.54,1135733.0
2010-12-28,2768.03,2732.99,2775.15,2730.41,994022.0
2010-12-29,2735.48,2751.53,2753.03,2721.48,730727.0
2010-12-30,2751.97,2759.58,2768.13,2724.54,830452.0
2010-12-31,2759.16,2808.08,2808.93,2758.13,945746.0
2011-01-04,2825.33,2852.65,2855.4,2810.11,1226037.0
2011-01-05,2833.12,2838.59,2850.49,2824.3,1150800.0
2011-01-06,2838.43,2824.2,2853.88,2816.95,932623.0
2011-01-07,2820.66,2838.8,2868.01,2807.87,1308924.0
2011-01-10,2832.62,2791.81,2847.36,2786.86,1023505.0
2011-01-11,2783.48,2804.05,2810.76,2770.34,910007.0
2011-01-12,2811.79,2821.31,2828.47,2788.13,883068.0
2011-01-13,2830.53,2827.71,2837.53,2810.87,824917.0
2011-01-14,2817.05,2791.34,2817.05,2780.44,845457.0
2011-01-17,2772.45,2706.66,2780.94,2698.78,1088334.0
2011-01-18,2696.15,2708.98,2715.41,2683.37,699546.0
2011-01-19,2707.82,2758.1,2759.6,2700.81,887878.0
2011-01-20,2752.8,2677.65,2752.8,2676.13,969397.0
2011-01-21,2668.68,2715.29,2746.18,2667.29,1104519.0
2011-01-24,2716.52,2695.72,2736.11,2690.65,977612.0
2011-01-25,2691.69,2677.43,2701.04,2661.45,795922.0
2011-01-26,2677.17,2708.81,2710.74,2676.77,670518.0
2011-01-27,2690.82,2749.15,2753.0,2677.21,1172842.0
2011-01-28,2741.31,2752.75,2759.44,2733.29,913303.0
2011-01-31,2751.53,2790.69,2790.92,2748.54,983984.0
2011-02-01,2795.07,2798.96,2805.05,2785.3,786545.0
2011-02-09,2778.7,2774.07,2804.21,2764.87,956610.0
2011-02-10,2769.65,2818.16,2819.06,2760.18,1068599.0
2011-02-11,2815.12,2827.33,2835.41,2807.6,1168185.0
2011-02-14,2828.57,2899.13,2906.26,2828.57,1712367.0
2011-02-15,2900.43,2899.24,2934.47,2892.64,1681222.0
2011-02-16,2893.68,2923.9,2924.19,2882.55,1392297.0
2011-02-17,2929.26,2926.96,2939.28,2905.03,1410377.0
2011-02-18,2924.23,2899.79,2924.23,2890.26,1244131.0
2011-02-21,2886.54,2932.25,2932.82,2884.19,1300037.0
2011-02-22,2941.32,2855.52,2944.41,2851.62,1714224.0
2011-02-23,2844.99,2862.63,2868.48,2839.2,1204399.0
2011-02-24,2861.39,2878.6,2881.54,2854.56,1191967.0
2011-02-25,2876.78,2878.57,2890.32,2848.65,1096030.0
2011-02-28,2880.17,2905.05,2906.17,2861.82,1272749.0
2011-03-01,2906.28,2918.92,2931.58,2901.55,1486450.0
2011-03-02,2905.51,2913.81,2924.96,2883.57,1441733.0
2011-03-03,2918.73,2902.98,2937.56,2900.76,1648289.0
2011-03-04,2902.19,2942.31,2944.46,2898.08,1292719.0
2011-03-07,2952.72,2996.21,3000.43,2952.72,1775100.0
2011-03-08,2996.73,2999.94,3001.62,2976.6,1372696.0
2011-03-09,3002.55,3002.15,3012.04,2989.34,1350539.0
2011-03-10,2995.77,2957.14,2995.77,2954.37,1352389.0
2011-03-11,2942.42,2933.8,2966.98,2927.68,1278459.0
2011-03-14,2923.98,2937.63,2939.65,2914.46,1255820.0
2011-03-15,2927.98,2896.26,2927.98,2850.94,1722726.0
2011-03-16,2894.25,2930.8,2934.02,2894.25,1400446.0
2011-03-17,2906.95,2897.3,2935.63,2885.65,1474217.0
2011-03-18,2920.81,2906.89,2930.61,2900.87,1078084.0
2011-03-21,2913.91,2909.14,2927.07,2895.15,1050979.0
2011-03-22,2917.69,2919.14,2923.39,2884.75,1064691.0
2011-03-23,2919.02,2948.48,2950.42,2911.63,1228103.0
2011-03-24,2949.85,2946.71,2958.66,2942.13,1163076.0
2011-03-25,2948.54,2977.81,2985.08,2946.7,1532054.0
2011-03-28,2985.36,2984.0,3005.78,2979.2,1693060.0
2011-03-29,2979.86,2958.08,2994.17,2953.54,1806401.0
2011-03-30,2955.45,2955.77,2968.18,2935.75,1393700.0
2011-03-31,2954.65,2928.11,2961.63,2914.38,1167676.0
2011-04-01,2932.48,2967.41,2967.85,2924.39,1102197.0
2011-04-06,2964.21,3001.36,3005.24,2963.9,1567184.0
2011-04-07,3003.2,3007.91,3012.29,2990.31,1338867.0
2011-04-08,3005.37,3030.02,3031.1,2998.34,1238170.0
2011-04-11,3037.91,3022.75,3059.57,3019.89,1580874.0
2011-04-12,3012.79,3021.37,3039.12,3003.45,1579562.0
2011-04-13,3006.83,3050.4,3050.4,2994.47,1385856.0
2011-04-14,3049.67,3042.64,3058.24,3036.73,1408018.0
2011-04-15,3036.34,3050.53,3062.53,3020.16,1417419.0
2011-04-18,3040.53,3057.33,3067.46,3037.19,1507641.0
2011-04-19,3038.81,2999.04,3038.81,2996.22,1534852.0
2011-04-20,3005.97,3007.04,3019.12,2992.67,1283171.0
2011-04-21,3021.77,3026.67,3035.47,3012.54,1283325.0
2011-04-22,3025.7,3010.52,3032.97,3004.46,1243751.0
2011-04-25,3003.03,2964.95,3003.61,2964.64,1282848.0
2011-04-26,2956.95,2938.98,2970.28,2931.5,1064975.0
2011-04-27,2946.33,2925.41,2961.13,2907.66,1167095.0
2011-04-28,2937.95,2887.04,2953.19,2884.84,1212756.0
2011-04-29,2886.63,2911.51,2913.56,2871.01,1019893.0
2011-05-03,2911.51,2932.19,2933.46,2890.22,1083439.0
2011-05-04,2916.84,2866.02,2916.97,2860.07,1243790.0
2011-05-05,2854.77,2872.4,2880.13,2849.91,988610.0
2011-05-06,2842.76,2863.89,2881.71,2834.46,1025771.0
2011-05-09,2868.24,2872.46,2885.18,2861.42,876321.0
2011-05-10,2876.98,2890.63,2891.03,2865.1,875832.0
2011-05-11,2890.35,2883.42,2897.14,2868.35,975842.0
2011-05-12,2864.98,2844.08,2876.45,2843.1,1064284.0
2011-05-13,2846.31,2871.03,2871.99,2832.25,1037976.0
2011-05-16,2864.38,2849.07,2877.09,2846.31,911468.0
2011-05-17,2846.45,2852.77,2869.23,2821.2,1028721.0
2011-05-18,2846.72,2872.77,2877.43,2843.68,838141.0
2011-05-19,2879.39,2859.57,2884.14,2856.83,834072.0
2011-05-20,2858.31,2858.46,2866.76,2850.45,751514.0
2011-05-23,2853.29,2774.57,2853.29,2771.12,1079109.0
2011-05-24,2766.06,2767.06,2771.75,2744.78,825568.0
2011-05-25,2764.56,2741.74,2771.18,2737.33,808729.0
2011-05-26,2755.39,2736.53,2764.89,2734.54,862961.0
2011-05-27,2739.39,2709.95,2746.84,2708.55,936079.0
2011-05-30,2704.48,2706.36,2728.06,2689.21,738114.0
2011-05-31,2707.56,2743.47,2744.93,2702.09,784320.0
2011-06-01,2737.06,2743.57,2744.56,2726.49,794443.0
2011-06-02,2715.32,2705.18,2727.99,2676.54,968065.0
2011-06-03,2701.77,2728.02,2732.43,2701.25,747106.0
2011-06-07,2720.97,2744.3,2745.77,2717.31,717843.0
2011-06-08,2742.04,2750.29,2754.12,2715.25,805516.0
2011-06-09,2743.54,2703.35,2747.33,2702.69,887054.0
2011-06-10,2696.13,2705.14,2707.74,2672.32,796388.0
2011-06-13,2687.65,2700.38,2703.42,2669.4,697605.0
2011-06-14,2696.22,2730.04,2735.55,2691.67,898538.0
2011-06-15,2717.68,2705.43,2730.48,2705.07,793479.0
2011-06-16,2685.63,2664.28,2691.94,2663.12,764555.0
2011-06-17,2661.41,2642.82,2675.03,2641.39,702445.0
2011-06-20,2635.83,2621.25,2637.88,2610.99,676296.0
2011-06-21,2628.02,2646.48,2648.02,2618.81,715642.0
2011-06-22,2648.53,2649.32,2657.73,2633.47,637454.0
2011-06-23,2640.66,2688.25,2693.42,2630.34,810929.0
2011-06-24,2678.05,2746.21,2759.71,2674.3,1394454.0
2011-06-27,2746.79,2758.23,2769.04,2743.5,1101508.0
2011-06-28,2759.71,2759.2,2763.28,2736.4,949747.0
2011-06-29,2757.4,2728.48,2759.23,2727.25,945711.0
2011-06-30,2729.99,2762.08,2774.37,2729.99,1023226.0
2011-07-01,2767.83,2759.36,2778.67,2752.97,1018931.0
2011-07-04,2770.94,2812.82,2813.27,2770.94,1384192.0
2011-07-05,2812.72,2816.35,2818.14,2799.11,1172363.0
2011-07-06,2811.82,2810.48,2811.82,2780.73,1100070.0
2011-07-07,2813.19,2794.27,2825.12,2793.89,1267375.0
2011-07-08,2797.03,2797.77,2807.38,2784.13,922371.0
2011-07-11,2789.45,2802.69,2807.32,2780.67,918360.0
2011-07-12,2783.72,2754.58,2783.72,2752.19,1036743.0
2011-07-13,2756.03,2795.48,2797.27,2756.03,996590.0
2011-07-14,2798.21,2810.44,2811.7,2788.98,1045020.0
2011-07-15,2803.58,2820.17,2821.34,2794.16,1074700.0
2011-07-18,2821.36,2816.69,2826.96,2807.11,1081086.0
2011-07-19,2804.92,2796.98,2809.32,2790.69,927408.0
2011-07-20,2810.44,2794.2,2817.29,2779.38,840306.0
2011-07-21,2795.9,2765.89,2799.85,2763.42,817605.0
2011-07-22,2769.86,2770.79,2782.17,2763.8,702118.0
2011-07-25,2759.63,2688.75,2759.63,2680.75,1112422.0
2011-07-26,2685.75,2703.03,2704.94,2677.12,728814.0
2011-07-27,2690.14,2723.49,2726.8,2680.43,804077.0
2011-07-28,2701.77,2708.78,2712.09,2684.66,784749.0
2011-07-29,2706.5,2701.73,2721.53,2681.27,754716.0
2011-08-01,2697.57,2703.78,2712.89,2688.53,590007.0
2011-08-02,2689.97,2679.26,2689.97,2651.28,699931.0
2011-08-03,2659.12,2678.48,2688.06,2654.36,639816.0
2011-08-04,2683.19,2684.04,2698.82,2675.53,588721.0
2011-08-05,2620.28,2626.42,2644.58,2605.14,785718.0
2011-08-08,2599.29,2526.82,2614.19,2497.92,1103025.0
2011-08-09,2468.03,2526.07,2537.41,2437.68,1037238.0
2011-08-10,2562.39,2549.18,2579.16,2544.95,1003693.0
2011-08-11,2508.86,2581.51,2582.16,2505.01,955972.0
2011-08-12,2593.4,2593.17,2605.45,2585.85,971712.0
2011-08-15,2598.14,2626.77,2627.1,2584.41,886768.0
2011-08-16,2627.85,2608.17,2636.36,2601.5,852268.0
2011-08-17,2603.96,2601.26,2617.17,2596.04,701091.0
2011-08-18,2601.99,2559.47,2603.48,2556.86,709892.0
2011-08-19,2519.65,2534.36,2538.27,2513.75,706068.0
2011-08-22,2534.57,2515.86,2553.42,2507.78,612144.0
2011-08-23,2524.88,2554.02,2554.18,2514.95,609441.0
2011-08-24,2562.41,2541.09,2569.28,2536.26,654624.0
2011-08-25,2546.4,2615.26,2616.3,2545.05,1045379.0
2011-08-26,2602.21,2612.19,2616.64,2593.24,778504.0
2011-08-29,2595.47,2576.41,2595.47,2570.84,736960.0
2011-08-30,2592.6,2566.59,2615.14,2563.69,759106.0
2011-08-31,2566.53,2567.34,2574.42,2545.1,591697.0
2011-09-01,2569.8,2556.04,2584.8,2547.85,572909.0
2011-09-02,2551.56,2528.28,2557.31,2517.62,544365.0
2011-09-05,2510.1,2478.74,2510.1,2478.2,550310.0
2011-09-06,2465.57,2470.52,2482.24,2459.54,492231.0
2011-09-07,2480.94,2516.09,2516.75,2475.22,596658.0
2011-09-08,2523.96,2498.94,2524.38,2498.11,552719.0
2011-09-09,2506.97,2497.75,2528.42,2487.14,512533.0
2011-09-13,2467.73,2471.3,2477.08,2453.8,499309.0
2011-09-14,2478.59,2484.83,2485.93,2439.37,540659.0
2011-09-15,2482.86,2479.05,2496.57,2477.65,560036.0
2011-09-16,2490.18,2482.34,2499.48,2475.76,479868.0
2011-09-19,2469.6,2437.79,2469.6,2437.17,487468.0
2011-09-20,2433.72,2447.76,2460.03,2426.7,462658.0
2011-09-21,2450.12,2512.96,2517.67,2438.85,866892.0
2011-09-22,2491.21,2443.06,2499.98,2442.46,746954.0
2011-09-23,2411.83,2433.16,2440.75,2400.14,673026.0
2011-09-26,2416.23,2393.18,2441.73,2384.64,574250.0
2011-09-27,2410.99,2415.05,2423.91,2395.16,552314.0
2011-09-28,2427.29,2392.06,2430.27,2383.4,557584.0
2011-09-29,2378.42,2365.34,2387.54,2358.57,591912.0
2011-09-30,2368.4,2359.22,2377.54,2348.22,488183.0
2011-10-10,2363.08,2344.79,2368.15,2338.69,417453.0
2011-10-11,2401.74,2348.52,2412.38,2323.41,639758.0
2011-10-12,2335.49,2420.0,2421.69,2318.63,915085.0
